代码,买入日期,3日收益%,5日收益%,10日收益%
515960,2022-01-28,1.57,-0.98,2.06
515960,2022-03-09,6.35,3.12,7.28
515960,2022-04-11,-0.2,-0.41,-12.3
515960,2022-04-20,-8.84,-6.5,-3.51
515960,2022-04-21,-6.03,-4.06,-0.55
515960,2022-04-22,-2.77,-1.0,2.44
515960,2022-04-25,2.22,6.54,8.88
515960,2022-07-28,-5.18,-2.9,0.21
515960,2022-07-29,-2.34,1.91,3.4
515960,2022-08-01,-0.21,2.66,2.55
515960,2022-08-02,4.8,4.26,4.48
515960,2022-09-15,-3.58,-7.39,-3.58
515960,2022-09-16,-3.0,-5.76,-0.46
515960,2022-09-19,-3.95,-5.69,-1.74
515960,2022-09-23,3.42,5.62,14.18
515960,2022-09-26,6.03,4.19,16.26
515960,2022-12-22,1.56,4.11,7.56
515960,2023-03-20,2.51,2.51,2.18
515960,2023-05-09,-0.11,2.36,3.15
515960,2023-08-23,1.26,3.79,1.9
515960,2023-10-19,-1.1,-1.34,3.91
515960,2024-01-08,0.88,0.13,-5.29
515960,2024-01-30,-4.99,3.05,6.8
515960,2024-01-31,-1.15,9.17,10.32
515960,2024-05-24,-0.52,-0.92,-1.96
515960,2024-06-20,-1.68,-1.68,-5.46
515960,2024-07-04,0.15,2.22,2.96
515960,2025-01-02,-1.41,-2.4,-2.12
515960,2025-01-03,-1.0,-2.56,-1.0
515960,2025-01-09,1.59,0.29,1.45
515960,2025-01-13,1.46,3.37,3.22
515960,2025-04-09,3.3,2.29,3.72
515960,2025-11-21,1.8,1.68,1.56
510560,2015-09-02,5.48,4.67,-1.13
510560,2015-09-07,8.2,3.36,-0.57
510560,2016-01-05,-1.81,-5.14,-9.48
510560,2016-01-15,4.56,1.49,-5.8
510560,2017-05-08,-1.05,-0.73,-2.68
510560,2017-11-27,1.37,0.61,-1.14
510560,2018-02-07,1.51,1.67,6.44
510560,2018-06-01,3.04,0.17,-2.11
510560,2018-06-21,-2.11,-0.09,-1.28
510560,2018-10-11,-8.45,-9.18,-5.21
510560,2018-10-12,-3.7,-3.81,-0.54
510560,2018-10-15,-3.65,3.54,-1.55
510560,2018-10-16,0.68,3.76,2.73
510560,2018-12-28,5.44,4.87,2.49
510560,2019-04-26,-9.96,-10.39,-9.01
510560,2019-04-30,-6.88,-6.35,-7.14
510560,2019-05-06,-0.95,1.14,-2.85
510560,2019-05-07,1.24,2.86,-2.38
510560,2019-05-21,3.81,-1.86,0.29
510560,2019-08-06,-1.1,0.0,5.0
510560,2020-02-04,8.06,8.63,15.92
510560,2020-03-17,-0.81,-2.86,-3.49
510560,2020-03-18,-3.59,-0.09,-3.59
510560,2021-03-10,1.6,2.58,1.44
510560,2022-03-09,1.01,-2.74,1.01
510560,2022-03-15,4.59,5.19,4.21
510560,2022-04-11,1.21,0.0,-10.81
510560,2022-04-22,-9.05,-2.3,0.87
510560,2022-04-25,0.34,6.36,6.1
510560,2022-04-26,6.59,6.15,10.23
510560,2022-04-27,9.61,7.42,11.44
510560,2022-09-16,-1.19,-2.75,-6.69
510560,2022-09-19,0.08,-0.76,-4.55
510560,2022-12-22,1.78,4.03,4.88
510560,2022-12-23,4.26,4.81,6.98
510560,2023-10-23,0.42,4.24,5.32
510560,2023-12-22,6.26,2.0,-2.5
510560,2023-12-26,3.11,2.18,-1.76
510560,2024-01-08,1.03,0.69,-7.28
510560,2024-01-31,-3.1,8.75,9.5
510560,2024-07-24,0.19,4.02,0.28
510560,2024-11-18,2.44,-1.11,2.44
510560,2025-01-03,0.79,-1.18,3.69
510560,2025-04-08,4.27,4.35,5.3
510560,2025-09-04,3.99,6.86,6.92
510560,2025-11-21,2.0,3.27,3.64
510660,2013-06-24,1.33,4.0,4.2
510660,2013-06-25,2.07,9.13,6.43
510660,2013-08-30,0.57,0.86,-0.1
510660,2013-10-28,-2.37,-3.31,-4.64
510660,2013-10-29,-0.19,-1.16,-1.16
510660,2013-11-08,3.28,5.53,5.63
510660,2014-04-25,0.1,1.02,0.72
510660,2014-04-28,3.56,2.41,3.67
510660,2014-12-22,1.14,0.35,3.94
510660,2015-06-29,0.18,-3.04,4.56
510660,2015-08-24,-2.38,-1.33,0.07
510660,2015-08-25,12.69,4.36,10.59
510660,2016-01-11,0.36,-2.38,-1.52
510660,2016-01-28,6.17,8.12,10.89
510660,2016-05-09,1.44,2.5,1.97
510660,2017-11-24,-0.97,-0.65,-0.65
510660,2017-11-27,-0.22,0.38,3.0
510660,2018-02-07,0.46,3.15,4.64
510660,2018-02-09,5.88,6.59,8.18
510660,2018-04-17,0.88,1.55,5.12
510660,2018-06-19,3.34,2.41,-0.54
510660,2018-07-05,3.9,6.16,5.44
510660,2018-07-06,4.24,9.66,6.51
510660,2018-08-01,-6.6,-6.91,-4.57
510660,2018-08-03,-4.17,1.55,-3.9
510660,2018-08-06,3.17,6.67,-2.06
510660,2018-08-20,2.84,6.19,1.53
510660,2018-09-14,1.78,4.39,2.85
510660,2018-09-17,3.69,6.23,4.48
510660,2018-10-18,3.27,1.11,3.2
510660,2018-12-10,1.48,-2.0,-5.22
510660,2018-12-20,-0.07,-2.18,-5.52
510660,2018-12-21,0.97,0.49,-3.27
510660,2019-01-03,3.19,4.01,4.98
510660,2019-04-15,0.49,-0.98,-2.57
510660,2019-06-06,3.4,3.33,8.85
510660,2020-03-16,-1.17,0.05,6.59
510660,2020-08-13,3.24,0.83,2.8
510660,2020-09-08,-1.29,-1.03,-3.48
510660,2021-02-25,-2.73,-4.63,-8.06
510660,2021-02-26,-0.53,-3.6,-6.67
510660,2021-03-08,2.04,-1.12,0.75
510660,2021-03-09,4.63,2.02,2.61
510660,2021-07-27,3.36,8.29,5.96
510660,2021-08-30,-1.77,3.58,1.62
510660,2021-08-31,0.35,4.6,2.94
510660,2021-12-20,1.24,2.49,1.58
510660,2022-01-21,-4.67,-6.54,-11.08
510660,2022-01-24,-5.42,-5.65,-10.77
510660,2022-01-25,-3.76,-5.11,-5.35
510660,2022-01-26,-1.52,-2.28,-2.86
510660,2022-01-27,-2.1,-2.17,-1.85
510660,2022-01-28,-0.32,-4.86,-0.11
510660,2022-03-09,5.59,2.79,8.76
510660,2022-04-08,-3.33,-1.11,-6.85
510660,2022-04-11,0.99,1.87,-8.53
510660,2022-04-21,-4.7,-3.02,0.44
510660,2022-07-26,-3.97,-6.14,-2.61
510660,2022-07-29,-1.76,2.49,2.14
510660,2022-08-02,4.86,3.76,2.16
510660,2022-09-16,-3.08,-5.99,-1.31
510660,2022-09-19,-4.56,-6.22,-3.19
510660,2022-09-20,-5.03,-1.88,-3.8
510660,2022-09-21,-4.09,-0.61,-1.22
510660,2022-09-22,2.68,4.28,4.02
510660,2022-09-23,2.47,4.98,13.16
510660,2022-09-26,6.13,3.22,15.67
510660,2022-12-21,1.31,1.83,7.41
510660,2023-05-11,2.29,0.62,0.62
510660,2023-08-23,1.73,3.67,0.6
510660,2023-10-19,-1.15,-1.23,3.62
510660,2024-01-08,0.26,-0.4,-5.03
510660,2024-01-30,-6.95,0.98,4.79
510660,2024-01-31,-3.15,9.39,9.34
510660,2024-02-01,4.51,9.01,8.91
510660,2024-05-24,-0.68,-1.16,-1.79
510660,2024-05-30,1.42,0.39,-1.72
510660,2024-06-21,-0.31,-3.31,-3.57
510660,2024-06-24,-1.21,-1.57,-4.56
510660,2024-06-25,-1.37,-2.38,-3.65
510660,2024-08-28,-0.05,1.26,0.33
510660,2025-01-03,-1.38,-2.76,-0.64
510660,2025-01-10,1.98,2.18,3.6
510660,2025-03-13,4.09,3.62,4.28
510660,2025-04-09,2.98,2.26,3.65
510660,2025-10-14,0.27,2.02,1.28
510660,2025-11-20,0.04,-0.28,-1.85
510770,2022-01-10,-0.11,0.75,-0.11
510770,2022-01-11,1.41,2.93,0.33
510770,2022-02-08,-1.7,-1.25,0.23
510770,2022-04-07,-5.67,-7.35,-12.11
510770,2022-04-08,-5.51,-6.17,-11.68
510770,2022-04-14,0.56,-5.15,-9.74
510770,2022-04-21,-10.12,-4.84,-0.44
510770,2022-04-22,-4.75,-0.15,-1.49
510770,2022-04-25,2.53,6.79,11.69
510770,2022-04-26,9.62,8.97,15.99
510770,2022-08-24,-2.15,-4.31,-3.11
510770,2022-08-25,-0.97,-4.37,-2.06
510770,2022-08-29,-3.67,-4.16,-0.61
510770,2022-09-01,0.76,2.41,-1.78
510770,2022-09-19,-0.39,-0.53,-0.39
510770,2022-09-20,-1.58,-1.58,-8.84
510770,2023-04-24,-1.52,-0.69,-1.38
510770,2023-04-25,2.56,1.7,-0.71
510770,2023-08-15,-2.16,-4.16,-6.16
510770,2023-08-16,-1.88,-4.39,-2.35
510770,2023-08-23,-2.46,2.13,2.3
510770,2023-09-21,1.55,2.23,1.2
510770,2024-01-09,2.15,0.59,-5.66
510770,2024-01-30,-6.44,-4.22,5.11
510770,2024-01-31,-7.76,1.83,8.45
510770,2024-06-07,2.55,1.91,-2.76
510770,2024-07-04,1.64,4.68,4.68
510770,2024-08-20,-3.29,-4.24,-0.71
510770,2024-08-21,-1.9,-3.1,0.24
510770,2024-08-23,-0.97,3.65,2.19
510770,2024-11-18,4.01,-0.7,2.96
510770,2025-01-02,-2.93,-3.11,0.37
510770,2025-01-03,-0.19,-2.26,3.76
510770,2025-01-06,0.95,-0.95,5.15
510770,2025-04-08,6.47,7.45,8.82
510770,2025-11-21,1.89,4.22,3.34
512170,2019-11-25,-0.71,-3.78,-3.07
512170,2020-03-12,-7.04,-9.46,0.6
512170,2020-03-13,-6.53,-5.31,0.0
512170,2020-03-16,-3.43,-3.22,2.15
512170,2020-03-17,0.43,0.65,3.25
512170,2020-03-18,-1.53,5.9,3.49
512170,2020-03-19,3.33,11.11,7.78
512170,2020-08-13,2.58,-0.72,4.72
512170,2020-10-23,4.92,5.2,2.81
512170,2020-11-19,0.0,-2.75,2.75
512170,2021-07-27,3.69,8.91,5.6
512170,2021-08-18,-6.19,-1.98,-7.38
512170,2021-08-23,1.26,-0.7,2.11
512170,2021-10-28,-0.99,-0.71,-0.99
512170,2022-01-06,-0.32,0.64,-2.23
512170,2022-01-07,2.41,2.41,-4.33
512170,2022-01-21,-4.36,-6.21,-12.75
512170,2022-01-25,-3.95,-5.5,-4.47
512170,2022-01-27,-1.43,-3.58,0.0
512170,2022-04-21,-1.57,-0.98,-0.98
512170,2022-07-25,-1.99,-4.17,-3.62
512170,2022-07-29,-1.33,1.9,1.71
512170,2022-08-02,3.47,2.12,0.58
512170,2022-09-08,-0.2,-3.68,-10.43
512170,2022-09-16,-4.25,-7.01,-0.64
512170,2022-09-19,-4.11,-4.76,-1.73
512170,2022-09-20,-4.99,0.65,-2.17
512170,2022-09-21,-2.44,2.44,0.67
512170,2022-09-22,4.74,6.09,4.74
512170,2022-09-23,5.48,6.85,16.44
512170,2023-04-25,1.73,-0.65,-1.73
512170,2023-06-26,-0.95,0.24,-1.42
512170,2023-08-23,2.05,4.86,2.56
512170,2024-01-08,1.9,0.27,-5.71
512170,2024-01-30,-5.15,2.73,6.97
512170,2024-01-31,-1.86,9.32,9.01
512170,2024-04-08,-0.31,-1.23,-2.16
512170,2024-06-17,-3.17,-4.44,-5.71
512170,2024-07-04,0.35,3.87,5.63
512170,2024-08-21,-3.56,-3.56,-1.42
512170,2024-08-22,-2.17,0.0,1.09
512170,2024-08-23,-1.09,2.55,0.36
512170,2024-08-27,4.07,1.48,1.48
512170,2024-10-17,6.17,4.94,5.25
512170,2024-11-01,4.46,8.04,3.27
512170,2024-11-18,2.34,-2.34,1.46
512170,2024-11-25,0.3,3.89,5.69
512170,2024-12-17,-0.59,-0.59,-3.82
512170,2025-01-02,-1.88,-3.45,-2.51
512170,2025-01-03,-1.9,-3.49,-1.27
512170,2025-01-09,2.27,0.97,0.65
512170,2025-01-10,1.97,2.3,2.63
512170,2025-10-14,-1.34,-0.27,-0.27
512170,2025-11-19,-1.69,-1.69,-3.67
515900,2020-03-23,1.63,1.4,2.91
515900,2020-05-25,0.24,2.13,2.25
515900,2020-09-10,1.37,1.9,-0.53
515900,2020-09-25,1.49,4.89,3.72
515900,2021-10-12,0.95,3.1,3.97
515900,2021-10-13,2.88,3.92,3.76
515900,2022-03-08,-0.16,-8.42,-3.72
515900,2022-03-09,-1.55,-5.07,-1.8
515900,2022-03-15,5.13,5.13,4.07
515900,2022-04-25,3.58,6.8,5.42
515900,2022-09-30,1.62,3.6,3.96
515900,2022-10-10,2.82,5.1,4.09
515900,2022-12-21,0.6,0.51,3.17
515900,2023-04-26,4.45,6.32,1.08
515900,2023-05-24,1.2,2.99,1.94
515900,2023-05-25,3.6,4.19,3.0
515900,2023-08-25,2.35,2.2,2.12
515900,2023-10-23,1.83,1.75,1.99
515900,2024-08-12,1.19,1.57,-0.15
515900,2024-08-22,-0.6,-1.87,-4.04
515900,2024-09-06,-1.58,-1.65,3.55
515900,2024-09-09,-0.08,0.0,7.11
515900,2024-11-25,0.07,2.27,3.37
515900,2025-01-03,-0.35,-2.09,-0.21
515900,2025-01-06,-0.49,-2.11,0.14
515900,2025-01-13,2.15,2.29,2.51
515900,2025-03-31,0.14,-3.75,-2.22
515900,2025-11-18,-2.21,-1.45,-1.07
510510,2013-10-29,0.19,1.83,-0.67
510510,2014-02-25,0.18,2.25,-2.7
510510,2014-03-10,0.74,2.58,3.04
510510,2014-04-25,-1.12,0.19,0.0
510510,2014-04-28,3.0,1.65,3.29
510510,2014-12-23,4.47,1.24,4.95
510510,2015-05-07,10.95,12.12,22.52
510510,2015-06-23,-11.36,-11.36,-34.74
510510,2015-06-26,-7.45,-17.77,-17.29
510510,2015-06-29,-8.11,-13.65,-3.93
510510,2015-07-02,-15.41,-13.62,-4.09
510510,2015-07-03,-16.89,0.58,10.37
510510,2015-07-06,-8.08,11.26,9.59
510510,2015-07-07,12.34,19.58,23.65
510510,2015-07-08,33.16,17.69,34.04
510510,2015-08-25,10.4,-1.71,4.49
510510,2015-09-02,8.31,7.22,-1.69
510510,2016-01-05,-4.48,-10.89,-9.77
510510,2016-01-28,6.11,8.4,12.63
510510,2016-05-10,-0.13,1.41,0.58
510510,2017-01-16,0.24,2.29,3.79
510510,2017-04-24,0.71,0.83,-2.12
510510,2018-02-09,3.56,6.15,9.06
510510,2018-03-23,3.48,5.85,4.79
510510,2018-05-30,0.06,1.51,-1.13
510510,2018-06-19,0.56,0.42,0.97
510510,2018-08-02,-1.0,0.21,-1.99
510510,2018-08-03,-0.94,2.02,-2.53
510510,2018-08-06,3.84,4.87,0.3
510510,2018-08-17,0.74,1.04,0.22
510510,2018-10-11,-4.44,-6.26,-1.48
510510,2018-10-12,-3.15,-3.4,-0.83
510510,2018-10-15,-3.96,3.2,-0.84
510510,2018-10-16,0.34,3.62,2.5
510510,2018-10-18,5.62,5.09,6.58
510510,2018-12-27,-1.02,2.88,2.97
510510,2019-01-31,5.99,8.26,11.21
510510,2019-04-29,-5.35,-7.03,-2.74
510510,2019-05-06,-0.22,1.94,0.72
510510,2019-05-07,1.84,-0.07,0.71
510510,2019-06-05,2.64,1.91,3.37
510510,2019-06-06,3.83,2.85,7.13
510510,2019-08-06,-0.68,0.53,5.1
510510,2020-02-03,7.04,9.25,13.58
510510,2020-02-04,6.43,6.99,12.87
510510,2020-03-16,-0.87,-3.28,-3.21
510510,2021-03-10,2.08,2.64,1.63
510510,2021-10-12,1.35,2.51,2.22
510510,2022-01-25,-2.78,-0.25,-0.2
510510,2022-01-28,3.93,2.7,4.08
510510,2022-03-08,0.83,-7.02,-1.51
510510,2022-03-09,0.59,-2.24,1.49
510510,2022-04-22,-5.26,-1.64,-0.06
510510,2022-04-25,1.0,5.61,6.54
510510,2022-04-26,7.75,6.4,10.76
510510,2022-09-01,2.48,2.37,-2.75
510510,2022-09-16,0.72,-1.0,-4.11
510510,2022-09-19,1.01,-1.79,-4.54
510510,2022-09-30,1.74,4.34,4.22
510510,2022-10-10,3.46,6.39,4.69
510510,2022-12-23,1.49,1.49,4.41
510510,2023-04-25,2.22,1.35,-0.59
510510,2023-10-23,2.16,4.86,6.1
510510,2024-01-17,-4.1,-2.37,-7.62
510510,2024-01-18,-3.79,0.19,-7.52
510510,2024-01-22,4.14,1.4,-7.55
510510,2024-01-30,-4.93,0.07,6.55
510510,2024-02-01,2.92,9.8,10.84
510510,2024-02-02,12.01,11.87,13.29
510510,2024-02-05,14.16,13.87,17.7
510510,2024-03-27,4.61,4.17,2.27
510510,2024-05-24,0.24,0.06,-1.65
510510,2024-07-04,0.8,2.26,1.13
510510,2024-07-25,0.83,4.13,2.06
510510,2025-01-03,0.53,-1.0,2.82
510510,2025-01-06,0.53,-0.77,3.47
510510,2025-01-10,2.73,3.86,5.29
510510,2025-09-04,3.58,6.55,7.96
510510,2025-11-19,-3.58,-2.17,-1.81
510510,2025-11-21,2.07,2.81,4.01
510200,2020-07-17,4.71,-2.2,2.51
510200,2021-01-27,-2.09,-2.75,-4.42
510200,2021-01-28,-2.0,-5.18,-3.67
510200,2021-02-05,2.05,5.7,2.05
510200,2021-02-08,3.04,3.75,0.8
510200,2022-03-08,-0.37,-5.36,-1.39
510200,2022-03-09,0.47,2.75,1.14
510200,2022-03-10,-3.12,1.32,-0.09
510200,2022-04-28,0.11,1.75,2.41
510200,2022-08-02,2.51,2.19,5.53
510200,2022-08-03,3.25,2.73,7.76
510200,2022-09-16,-0.52,-0.62,-4.99
510200,2022-09-19,0.0,-1.89,-4.93
510200,2022-09-30,1.97,2.84,3.17
510200,2022-10-10,2.21,4.19,1.98
510200,2023-03-10,-0.2,0.7,1.39
510200,2023-06-26,0.51,3.86,4.16
510200,2023-08-21,0.61,4.03,-1.49
510200,2023-10-10,-0.28,0.93,1.3
510200,2023-12-22,-0.87,0.87,-2.69
510200,2023-12-25,1.75,0.68,-2.91
510200,2024-01-10,-0.4,-0.7,3.11
510200,2024-08-28,0.53,1.17,2.87
510200,2024-11-15,-0.23,-4.09,-1.62
510200,2024-11-18,2.28,-3.14,1.57
510200,2025-01-03,-0.09,-2.0,0.78
510200,2025-01-06,-0.44,-1.83,1.48
515400,2021-03-10,-1.47,-0.11,-0.23
515400,2021-07-28,5.45,6.71,5.97
515400,2022-01-28,1.2,-1.42,0.98
515400,2022-02-07,1.55,-1.22,5.75
515400,2022-02-14,0.45,7.05,2.91
515400,2022-03-08,0.36,-6.52,-1.66
515400,2022-03-15,5.7,5.2,-0.63
515400,2022-03-29,1.91,-1.02,-7.14
515400,2022-04-08,-5.12,-5.12,-10.1
515400,2022-04-11,0.0,-0.41,-12.36
515400,2022-04-13,0.28,-0.28,-13.28
515400,2022-04-25,-3.45,3.13,4.55
515400,2022-04-26,10.05,9.72,11.22
515400,2022-09-19,0.3,-3.6,-7.8
515400,2022-09-26,-0.62,-4.35,5.6
515400,2022-10-10,5.85,10.41,9.76
515400,2022-10-11,8.33,9.97,8.66
515400,2022-12-21,3.39,2.26,12.43
515400,2023-05-11,-3.87,0.0,-3.25
515400,2023-05-12,-2.32,-0.32,-0.42
515400,2023-08-11,-2.73,-4.81,-11.26
515400,2023-08-18,-1.61,-6.77,-0.8
515400,2023-08-25,7.64,6.4,3.33
515400,2023-10-20,-1.33,0.0,0.67
515400,2023-10-23,2.34,4.4,6.73
515400,2024-01-05,-5.0,-4.43,-7.71
515400,2024-01-08,0.44,-2.35,-9.85
515400,2024-01-09,-0.89,-2.52,-5.78
515400,2024-01-10,-0.15,-3.16,-3.01
515400,2024-01-17,-4.81,0.16,-8.85
515400,2024-03-27,6.0,0.15,-4.1
515400,2024-04-10,-0.15,1.22,-0.31
515400,2024-04-16,0.47,-0.94,7.56
515400,2024-04-23,6.36,8.59,4.93
515400,2024-06-07,3.08,2.76,-2.11
515400,2024-08-09,-1.25,-0.89,-4.27
515400,2024-08-12,1.08,1.26,-3.06
515400,2024-08-22,-0.19,1.51,3.39
515400,2024-11-26,6.33,5.85,6.82
515400,2024-12-17,6.47,4.08,0.48
515400,2025-01-03,0.92,-1.19,4.49
515400,2025-01-06,2.66,-0.27,5.72
515400,2025-03-25,-0.44,-1.2,-9.07
515400,2025-03-26,-0.11,-0.77,-7.87
515400,2025-04-07,3.82,5.54,5.79
515400,2025-04-08,6.87,6.25,5.62
510720,2024-07-23,-0.65,-0.87,-2.06
510720,2024-09-05,-2.27,-4.54,-2.27
510720,2024-09-06,-4.23,-3.89,3.43
510720,2025-01-13,2.53,1.32,3.19
512690,2019-07-17,-3.74,-7.49,-7.49
512690,2019-08-01,-6.06,-1.21,7.88
512690,2019-08-02,-4.38,-3.13,16.88
512690,2019-08-05,7.95,11.92,27.81
512690,2019-10-21,-7.35,1.47,8.82
512690,2020-02-03,6.94,10.98,20.23
512690,2020-03-13,-21.11,-22.61,-5.53
512690,2020-03-17,-8.33,-4.76,11.9
512690,2020-03-23,25.9,30.22,45.32
512690,2020-09-08,3.99,5.72,-2.77
512690,2020-09-09,10.09,6.85,1.26
512690,2020-09-24,3.13,6.08,13.08
512690,2021-03-01,-7.58,-15.38,-16.3
512690,2021-05-07,4.66,11.17,18.0
512690,2021-06-16,0.85,-1.99,1.51
512690,2021-07-26,-5.65,-6.65,-7.65
512690,2021-07-27,-8.61,-0.59,7.31
512690,2021-11-03,4.88,0.7,3.6
512690,2021-12-31,-3.52,-6.01,-9.84
512690,2022-01-04,-4.3,-6.09,-7.35
512690,2022-01-07,-0.99,-5.15,-1.32
512690,2022-01-10,-4.08,-4.08,-1.43
512690,2022-01-11,-3.35,-1.34,-2.57
512690,2022-01-28,1.78,0.83,5.09
512690,2022-02-08,3.9,7.44,5.49
512690,2022-03-07,4.04,-1.64,-1.39
512690,2022-03-15,6.09,4.47,-3.92
512690,2022-03-29,6.2,5.21,11.13
512690,2022-10-25,-4.91,0.29,5.2
512690,2022-10-26,-6.47,2.01,3.02
512690,2022-10-31,8.0,13.85,13.69
512690,2023-03-16,0.34,1.02,4.64
512690,2023-04-24,2.2,1.35,-0.12
512690,2023-05-31,0.92,-1.06,6.6
512690,2023-08-16,-0.25,-2.24,1.12
512690,2023-10-11,-3.26,-3.66,-4.05
512690,2023-10-17,-3.92,-3.24,2.84
512690,2023-10-18,-3.52,-0.41,5.01
512690,2023-10-19,0.28,3.92,6.72
512690,2023-11-28,-0.82,-4.5,-4.77
512690,2023-12-05,0.43,-0.29,-5.14
512690,2024-01-05,-0.77,-0.77,-2.31
512690,2024-01-08,1.73,0.0,-3.14
512690,2024-05-24,-1.3,-2.6,-5.2
512690,2024-06-11,-1.24,-2.64,-5.6
512690,2024-06-19,-2.57,-2.09,-5.3
512690,2024-06-20,-1.62,-2.76,-6.0
512690,2024-07-08,4.11,4.65,6.26
512690,2024-07-24,-1.6,1.42,1.24
512690,2024-08-28,1.74,2.13,-0.97
512690,2024-09-13,1.84,8.16,48.37
512690,2024-09-18,3.09,9.9,34.85
512690,2025-01-03,-2.87,-4.22,-1.01
512690,2025-01-06,0.52,-0.52,2.78
515990,2020-03-20,2.22,1.33,0.0
515990,2020-03-23,2.16,3.98,8.86
515990,2021-07-27,-1.95,0.0,2.81
515990,2021-07-28,3.04,3.12,5.6
515990,2021-09-29,0.66,-2.33,0.15
515990,2021-11-03,-0.54,-0.38,0.54
515990,2022-01-25,-2.04,1.42,0.86
515990,2022-04-22,-3.09,-1.8,0.86
515990,2022-04-25,-0.35,2.38,1.85
515990,2022-04-26,2.05,1.69,3.75
515990,2022-09-19,0.17,-2.3,-4.35
515990,2023-05-12,0.4,1.35,-0.48
515990,2023-05-25,1.6,0.88,0.64
515990,2023-10-23,1.96,3.82,3.56
515990,2024-08-22,-0.43,-0.87,-2.87
515990,2024-09-12,1.48,2.13,24.93
515990,2025-01-03,0.32,-1.44,1.36
515990,2025-01-06,-0.32,-1.44,0.88
515990,2025-04-07,5.11,5.11,5.88
512650,2020-03-13,-6.13,-4.99,-3.95
512650,2020-03-16,-2.71,-4.76,-1.3
512650,2020-03-17,-0.22,-2.51,-0.55
512650,2020-03-18,-2.55,2.77,0.33
512650,2020-09-07,-2.65,-2.13,-0.17
512650,2021-03-09,3.02,1.17,0.08
512650,2021-06-16,1.43,3.48,6.41
512650,2021-07-27,0.8,2.64,3.68
512650,2021-07-28,3.95,4.76,4.68
512650,2022-01-06,-0.65,-1.05,-0.16
512650,2022-03-08,0.92,-5.91,-0.55
512650,2022-03-09,-0.56,-1.12,1.5
512650,2022-04-21,-5.8,-2.24,-1.93
512650,2022-04-26,6.92,4.0,6.59
512650,2022-09-16,-0.82,-2.47,-3.71
512650,2022-09-19,-0.94,-1.87,-5.51
512650,2022-09-26,-0.21,-3.71,0.74
512650,2022-10-10,1.65,4.62,-0.22
512650,2022-12-22,2.24,2.03,5.54
512650,2022-12-23,2.03,2.67,6.94
512650,2023-04-24,-1.29,0.1,-1.29
512650,2023-04-25,1.81,0.91,-1.01
512650,2023-07-10,1.43,0.82,-0.72
512650,2023-07-24,2.06,5.56,4.73
512650,2023-10-23,1.68,4.38,5.95
512650,2023-12-05,0.23,1.02,-1.36
512650,2024-01-08,0.96,0.84,-2.04
512650,2024-01-31,-2.03,4.68,8.73
512650,2024-06-11,0.35,0.23,-2.88
512650,2024-11-18,1.82,-2.43,1.52
512650,2025-01-03,1.07,0.43,2.79
512650,2025-04-08,3.45,3.67,4.9
510180,2006-07-21,6.12,-1.8,-28.06
510180,2006-07-31,-12.85,-28.11,-22.89
510180,2006-08-01,-14.53,-15.38,-10.68
510180,2006-08-02,-15.96,-6.1,6.1
510180,2007-07-02,-6.5,1.51,0.25
510180,2007-10-22,-1.68,0.53,-1.16
510180,2007-11-12,2.77,0.28,-4.66
510180,2007-11-27,0.73,3.42,11.85
510180,2007-11-28,2.59,7.73,10.05
510180,2008-01-18,-10.48,-9.0,-19.74
510180,2008-01-22,6.83,-0.18,3.0
510180,2008-01-29,-5.61,3.19,5.09
510180,2008-01-30,9.47,2.99,5.25
510180,2008-01-31,7.68,6.18,5.44
510180,2008-02-01,6.34,6.01,1.92
510180,2008-03-11,-8.11,-18.74,-15.44
510180,2008-03-12,-9.82,-12.94,-12.98
510180,2008-03-13,-12.5,-5.63,-13.6
510180,2008-03-14,-8.31,-4.14,-7.68
510180,2008-03-17,0.43,-3.46,-6.88
510180,2008-03-18,8.4,4.05,-6.81
510180,2008-04-02,12.83,6.71,-6.62
510180,2008-04-18,9.02,24.67,32.07
510180,2008-05-26,0.09,1.78,-14.65
510180,2008-06-06,-16.35,-20.11,-25.94
510180,2008-06-10,-8.46,-13.47,-13.88
510180,2008-06-11,-6.85,-4.82,-7.01
510180,2008-06-12,-9.0,-13.78,-3.79
510180,2008-06-13,1.37,-5.3,-7.81
510180,2008-06-16,-9.71,-7.3,-8.16
510180,2008-06-17,0.18,-0.48,-8.81
510180,2008-07-01,2.51,12.37,9.33
510180,2008-07-02,12.59,19.62,4.89
510180,2008-08-11,-1.52,-8.11,-2.05
510180,2008-08-12,0.08,-6.24,-7.98
510180,2008-08-13,-7.06,7.75,-6.06
510180,2008-08-14,-5.08,1.15,-4.46
510180,2008-08-18,8.42,6.6,0.83
510180,2008-09-03,-8.16,-6.86,-28.82
510180,2008-09-09,-4.71,-19.89,0.38
510180,2008-09-12,-18.89,17.71,3.66
510180,2008-09-17,40.0,25.29,9.53
510180,2008-09-18,26.71,39.02,10.12
510180,2008-10-09,-3.99,-17.94,-18.49
510180,2008-10-10,2.66,-7.5,-16.57
510180,2008-10-23,-14.67,-17.66,-20.92
510180,2008-10-24,-16.38,-15.51,-12.61
510180,2008-10-27,3.77,-2.05,27.91
510180,2008-11-03,1.75,30.59,54.02
510180,2008-12-24,-1.94,-6.48,5.83
510180,2008-12-25,-3.28,2.36,7.34
510180,2008-12-26,-5.12,10.38,2.89
510180,2008-12-30,13.82,7.45,15.18
